Year;average_satisfaction_of_red_individuals;average_satisfaction_of_blue_individuals
18990;82.308;80.769
18995;82.308;80.769
19000;82.308;80.769
19005;82.308;80.769
19010;82.308;80.769
19015;82.462;80.615
19020;82.462;80.615
19025;82.462;80.615
19030;82.462;80.615
19035;82.462;80.615
19040;82.462;80.615
19045;82.462;80.615
19050;82.462;80.615
19055;82.462;80.615
19060;82.462;80.615
19065;82.462;80.615
19070;82.462;80.615
19075;82.462;80.615
19080;82.462;80.615
19085;82.462;80.615
19090;82.462;80.615
19095;82.462;80.615
19100;82.462;80.615
19105;82.462;80.615
19110;82.462;80.615
19115;82.462;80.615
19120;82.462;80.615
19125;82.462;80.615
19130;82.462;80.615
19135;82.462;80.615
19140;82.462;80.615
19145;82.462;80.615
19150;82.462;80.615
19155;82.462;80.615
19160;82.462;80.615
19165;82.462;80.769
19170;82.462;80.769
19175;82.462;80.769
19180;82.462;80.769
19185;82.615;80.769
19190;82.615;80.769
19195;82.615;80.769
19200;82.615;80.769
19205;82.615;80.769
19210;82.615;80.769
19215;82.615;80.769
19220;82.615;80.769
19225;82.615;80.769
19230;82.615;80.769
19235;82.615;80.769
19240;82.615;80.769
19245;82.615;80.769
19250;82.769;80.769
19255;82.769;80.769
19260;82.769;80.769
19265;82.769;80.769
19270;82.769;80.769
19275;82.769;80.769
19280;82.769;80.769
19285;82.769;80.769
19290;82.769;80.769
19295;82.769;80.769
19300;82.769;80.769
19305;82.769;80.769
19310;82.769;80.769
19315;82.769;80.769
19320;82.769;80.769
19325;82.769;80.769
19330;82.769;80.769
19335;82.769;80.769
19340;82.769;80.769
19345;82.769;80.769
19350;82.769;80.769
19355;82.769;80.769
19360;82.769;80.769
19365;82.769;80.769
19370;82.769;80.769
19375;82.769;80.769
19380;82.769;80.769
19385;82.769;80.923
19390;82.769;80.923
19395;82.769;80.923
19400;82.769;80.923
19405;82.769;80.923
19410;82.769;80.923
19415;82.769;80.923
19420;82.769;80.923
19425;82.769;80.923
19430;82.769;80.923
19435;82.769;80.923
19440;82.769;80.923
19445;82.769;80.923
19450;82.769;80.923
19455;82.769;80.923
19460;82.769;80.923
19465;82.769;81.077
19470;82.769;81.077
19475;82.769;81.077
19480;82.769;81.077
19485;82.769;81.077
19490;82.769;81.077
19495;82.769;81.077
19500;82.769;81.077
19505;82.769;81.077
19510;82.769;81.077
19515;82.769;81.077
19520;82.769;81.077
19525;82.923;81.077
19530;82.923;81.077
19535;82.923;81.077
19540;82.923;81.077
19545;82.923;81.077
19550;82.923;81.077
19555;83.077;81.231
19560;83.077;81.231
19565;83.077;81.231
19570;83.077;81.231
19575;83.077;81.231
19580;83.077;81.231
19585;83.077;81.231
19590;83.077;81.231
19595;83.077;81.231
19600;83.077;81.231
19605;83.077;81.231
19610;83.077;81.231
19615;83.077;81.231
19620;83.077;81.231
19625;83.077;81.231
19630;83.077;81.231
19635;83.231;81.231
19640;83.231;81.231
19645;83.231;81.231
19650;83.231;81.231
19655;83.231;81.231
19660;83.231;81.231
19665;83.231;81.231
19670;83.231;81.231
19675;83.231;81.231
19680;83.231;81.231
19685;83.231;81.231
19690;83.231;81.231
19695;83.231;81.231
19700;83.231;81.231
19705;83.231;81.231
19710;83.231;81.231
19715;83.231;81.231
19720;83.231;81.231
19725;83.231;81.231
19730;83.231;81.231
19735;83.231;81.231
19740;83.231;81.231
19745;83.231;81.231
19750;83.231;81.231
19755;83.231;81.231
19760;83.231;81.231
19765;83.231;81.231
19770;83.231;81.231
19775;83.231;81.231
19780;83.385;81.231
19785;83.385;81.231
19790;83.385;81.231
19795;83.385;81.231
19800;83.385;81.231
19805;83.385;81.231
19810;83.385;81.231
19815;83.385;81.231
19820;83.385;81.231
19825;83.385;81.231
19830;83.385;81.231
19835;83.385;81.231
19840;83.385;81.231
19845;83.385;81.231
19850;83.385;81.231
19855;83.385;81.231
19860;83.385;81.231
19865;83.385;81.231
19870;83.385;81.231
19875;83.385;81.231
19880;83.538;81.231
19885;83.538;81.231
19890;83.538;81.231
19895;83.538;81.231
19900;83.538;81.231
19905;83.538;81.231
19910;83.538;81.231
19915;83.538;81.231
19920;83.538;81.231
19925;83.692;81.231
19930;83.692;81.231
19935;83.692;81.385
19940;83.692;81.385
19945;83.692;81.385
19950;83.692;81.385
19955;83.692;81.385
19960;83.692;81.385
19965;83.692;81.385
19970;83.692;81.385
19975;83.692;81.385
19980;83.692;81.538
19985;83.692;81.538
19990;83.692;81.538
19995;83.692;81.538
20000;83.692;81.538
20005;83.692;81.538
20010;83.692;81.538
20015;83.692;81.538
20020;83.692;81.538
20025;83.692;81.538
20030;83.692;81.538
20035;83.692;81.538
20040;83.692;81.538
20045;83.692;81.538
20050;83.692;81.538
20055;83.692;81.538
20060;83.692;81.692
20065;83.692;81.692
20070;83.846;81.692
20075;83.846;81.692
20080;83.846;81.692
20085;83.846;81.692
20090;83.846;81.692
20095;83.846;81.692
20100;83.846;81.692
20105;83.846;81.692
20110;83.846;81.692
20115;83.846;81.692
20120;83.846;81.692
20125;83.846;81.692
20130;83.846;81.692
20135;83.846;81.692
20140;83.846;81.692
20145;83.846;81.692
20150;83.846;81.692
20155;83.846;81.692
20160;83.846;81.692
20165;83.846;81.692
20170;83.846;81.692
20175;83.846;81.692
20180;83.846;81.692
20185;83.846;81.692
20190;83.846;81.692
20195;83.846;81.692
20200;83.846;81.692
20205;83.846;81.692
20210;83.846;81.692
20215;83.846;81.692
20220;83.846;81.692
20225;83.846;81.692
20230;83.846;81.692
20235;83.846;81.692
20240;83.846;81.692
20245;83.846;81.692
20250;83.846;81.692
20255;83.846;81.692
20260;83.846;81.692
20265;83.846;81.692
20270;84.0;81.692
20275;84.0;81.692
20280;84.0;81.692
20285;84.0;81.692
20290;84.0;81.692
20295;84.0;81.692
20300;84.0;81.692
20305;84.0;81.692
20310;84.0;81.846
20315;84.0;82.0
20320;84.0;82.0
20325;84.0;82.0
20330;84.0;82.0
20335;84.0;82.0
20340;84.0;82.0
20345;84.0;82.0
20350;84.0;82.0
20355;84.0;82.0
20360;84.0;82.0
20365;84.0;82.0
20370;84.0;82.0
20375;84.0;82.0
20380;84.0;82.0
20385;84.0;82.0
20390;84.0;82.0
20395;84.0;82.0
20400;84.0;82.0
20405;84.0;82.0
20410;84.0;82.0
20415;84.0;82.154
20420;84.0;82.154
20425;84.0;82.154
20430;84.0;82.154
20435;84.0;82.154
20440;84.0;82.154
20445;84.0;82.154
20450;84.0;82.154
20455;84.0;82.154
20460;84.0;82.154
20465;84.0;82.308
20470;84.0;82.308
20475;84.0;82.308
20480;84.0;82.308
20485;84.0;82.308
20490;84.0;82.308
20495;84.0;82.308
20500;84.0;82.308
20505;84.0;82.308
20510;84.0;82.308
20515;84.0;82.308
20520;84.154;82.308
20525;84.154;82.308
20530;84.154;82.308
20535;84.154;82.308
20540;84.154;82.308
20545;84.154;82.308
20550;84.154;82.308
20555;84.154;82.308
20560;84.154;82.308
20565;84.154;82.308
20570;84.154;82.308
20575;84.154;82.308
20580;84.154;82.308
20585;84.154;82.308
20590;84.154;82.308
20595;84.154;82.308
20600;84.154;82.308
20605;84.154;82.308
20610;84.154;82.308
20615;84.154;82.308
20620;84.154;82.308
20625;84.154;82.308
20630;84.154;82.308
20635;84.154;82.308
20640;84.154;82.308
20645;84.154;82.308
20650;84.154;82.308
20655;84.154;82.308
20660;84.154;82.308
20665;84.154;82.308
20670;84.154;82.308
20675;84.154;82.308
20680;84.154;82.308
20685;84.154;82.308
20690;84.154;82.308
20695;84.308;82.308
20700;84.308;82.308
20705;84.308;82.462
20710;84.308;82.462
20715;84.308;82.462
20720;84.308;82.462
20725;84.308;82.462
20730;84.308;82.462
20735;84.308;82.462
20740;84.308;82.462
20745;84.308;82.462
20750;84.308;82.462
20755;84.308;82.462
20760;84.308;82.462
20765;84.308;82.462
20770;84.308;82.462
20775;84.308;82.462
20780;84.308;82.462
20785;84.308;82.462
20790;84.462;82.462
20795;84.462;82.462
20800;84.462;82.462
20805;84.462;82.462
20810;84.462;82.462
20815;84.462;82.462
20820;84.462;82.462
20825;84.462;82.462
20830;84.462;82.462
20835;84.462;82.462
20840;84.462;82.462
20845;84.462;82.462
20850;84.462;82.462
20855;84.462;82.462
20860;84.462;82.462
20865;84.462;82.462
20870;84.462;82.462
20875;84.462;82.462
20880;84.462;82.462
20885;84.462;82.462
20890;84.462;82.462
20895;84.462;82.462
20900;84.462;82.462
20905;84.615;82.462
20910;84.615;82.462
20915;84.615;82.462
20920;84.615;82.462
20925;84.462;82.462
20930;84.462;82.462
20935;84.462;82.462
20940;84.462;82.462
20945;84.462;82.462
20950;84.462;82.462
20955;84.462;82.462
20960;84.462;82.462
20965;84.462;82.462
20970;84.462;82.462
20975;84.462;82.462
20980;84.462;82.462
20985;84.462;82.462
20990;84.462;82.462
20995;84.462;82.462
21000;84.462;82.462
21005;84.462;82.462
21010;84.462;82.462
21015;84.462;82.462
21020;84.615;82.462
21025;84.615;82.462
21030;84.615;82.462
21035;84.615;82.462
21040;84.615;82.462
21045;84.615;82.462
21050;84.615;82.462
21055;84.615;82.462
21060;84.615;82.462
21065;84.769;82.462
21070;84.769;82.462
21075;84.769;82.462
21080;84.769;82.462
21085;84.769;82.462
21090;84.769;82.462
21095;84.769;82.462
21100;84.769;82.462
21105;84.769;82.462
21110;84.769;82.462
21115;84.769;82.462
21120;84.769;82.462
21125;84.769;82.462
21130;84.769;82.462
21135;84.769;82.462
21140;84.769;82.462
21145;84.769;82.462
21150;84.769;82.462
21155;84.769;82.462
21160;84.769;82.462
21165;84.769;82.462
21170;84.769;82.462
21175;84.923;82.462
21180;84.923;82.462
21185;84.923;82.462
21190;84.923;82.462
21195;84.923;82.462
21200;84.923;82.462
21205;84.923;82.462
21210;84.923;82.462
21215;84.923;82.462
21220;84.923;82.462
21225;84.923;82.462
21230;84.923;82.462
21235;84.923;82.462
21240;84.923;82.462
21245;85.077;82.462
21250;85.077;82.462
21255;85.077;82.462
21260;85.077;82.462
21265;85.077;82.462
21270;85.077;82.462
21275;85.077;82.462
21280;85.077;82.462
21285;85.077;82.462
21290;85.077;82.462
21295;85.077;82.462
21300;85.077;82.462
21305;85.077;82.462
21310;85.077;82.462
21315;85.077;82.462
21320;85.077;82.462
21325;85.077;82.462
21330;85.077;82.462
21335;85.077;82.462
21340;85.077;82.462
21345;85.077;82.462
21350;85.077;82.462
21355;85.077;82.462
21360;85.077;82.462
21365;85.077;82.462
21370;85.077;82.462
21375;85.077;82.462
21380;85.077;82.462
21385;85.077;82.615
21390;85.077;82.615
21395;85.077;82.615
21400;85.077;82.615
21405;85.077;82.769
21410;85.077;82.769
21415;85.231;82.769
21420;85.231;82.769
21425;85.385;82.769
21430;85.385;82.769
21435;85.385;82.769
21440;85.385;82.769
21445;85.385;82.769
21450;85.385;82.769
21455;85.385;82.769
21460;85.385;82.769
21465;85.385;82.769
21470;85.385;82.769
21475;85.385;82.769
21480;85.385;82.769
21485;85.385;82.769
21490;85.385;82.769
21495;85.385;82.769
21500;85.385;82.769
21505;85.385;82.769
21510;85.385;82.769
21515;85.385;82.769
21520;85.385;82.923
21525;85.385;82.923
21530;85.385;82.923
21535;85.385;82.923
21540;85.385;82.923
21545;85.538;82.923
21550;85.538;82.923
21555;85.538;82.923
21560;85.538;82.923
21565;85.538;82.923
21570;85.538;82.923
21575;85.538;82.923
21580;85.538;82.923
21585;85.538;82.923
21590;85.538;82.923
21595;85.538;82.923
21600;85.692;83.077
21605;85.692;83.077
21610;85.692;83.077
21615;85.692;83.077
21620;85.692;83.077
21625;85.692;83.077
21630;85.692;83.077
21635;85.692;83.077
21640;85.692;83.077
21645;85.692;83.077
21650;85.692;83.077
21655;85.692;83.077
21660;85.692;83.077
21665;85.692;83.077
21670;85.692;83.077
21675;85.692;83.077
21680;85.692;83.077
21685;85.692;83.077
21690;85.692;83.077
21695;85.692;83.077
21700;85.692;83.077
21705;85.692;83.077
21710;85.692;83.077
21715;85.692;83.077
21720;85.692;83.077
21725;85.692;83.231
21730;85.692;83.231
21735;85.692;83.231
21740;85.692;83.231
21745;85.692;83.231
21750;85.692;83.231
21755;85.692;83.231
21760;85.692;83.231
21765;85.692;83.231
21770;85.692;83.231
21775;85.692;83.231
21780;85.692;83.231
21785;85.692;83.231
21790;85.692;83.231
21795;85.692;83.231
21800;85.692;83.231
21805;85.692;83.231
21810;85.692;83.231
21815;85.692;83.231
21820;85.692;83.231
21825;85.692;83.231
21830;85.692;83.231
21835;85.692;83.231
21840;85.692;83.231
21845;85.692;83.231
21850;85.692;83.231
21855;85.692;83.231
21860;85.692;83.385
21865;85.692;83.385
21870;85.692;83.385
21875;85.692;83.385
21880;85.692;83.385
21885;85.692;83.385
21890;85.692;83.385
21895;85.692;83.385
21900;85.692;83.385
21905;85.692;83.385
21910;85.692;83.385
21915;85.692;83.385
21920;85.692;83.538
21925;85.692;83.538
21930;85.692;83.538
21935;85.692;83.538
21940;85.692;83.538
21945;85.692;83.538
21950;85.692;83.538
21955;85.692;83.538
21960;85.692;83.538
21965;85.692;83.538
21970;85.692;83.538
21975;85.692;83.538
21980;85.692;83.538
21985;85.692;83.538
21990;85.692;83.538
21995;85.692;83.538
22000;85.692;83.538
22005;85.692;83.538
22010;85.692;83.538
22015;85.692;83.538
22020;85.692;83.538
22025;85.692;83.538
22030;85.692;83.692
22035;85.692;83.692
22040;85.692;83.692
22045;85.692;83.692
22050;85.692;83.692
22055;85.692;83.692
22060;85.692;83.692
22065;85.692;83.692
22070;85.692;83.692
22075;85.692;83.692
22080;85.692;83.692
22085;85.692;83.692
22090;85.692;83.692
22095;85.692;83.692
22100;85.692;83.692
22105;85.692;83.692
22110;85.692;83.692
22115;85.692;83.846
22120;85.692;83.846
22125;85.692;83.846
22130;85.692;83.846
22135;85.846;83.846
22140;85.846;83.846
22145;85.846;83.846
22150;85.846;84.0
22155;85.846;84.0
22160;85.846;84.0
22165;85.846;84.0
22170;85.846;84.0
22175;85.846;84.0
22180;85.846;84.0
22185;85.846;84.0
22190;85.846;84.0
22195;85.846;84.0
22200;85.846;84.0
22205;85.846;84.0
22210;85.846;84.0
22215;85.846;84.0
22220;85.846;84.0
22225;85.846;84.0
22230;85.846;84.0
22235;85.846;84.0
22240;85.846;83.846
22245;85.846;83.846
22250;85.846;83.846
22255;85.846;83.846
22260;85.846;83.846
22265;85.846;84.0
22270;85.846;84.0
22275;85.846;84.0
22280;85.846;84.0
22285;85.846;84.0
22290;85.846;84.0
22295;85.846;84.0
22300;85.846;84.154
22305;85.846;84.154
22310;85.846;84.154
22315;85.846;84.154
22320;85.846;84.154
22325;85.846;84.154
22330;85.846;84.154
22335;85.846;84.154
22340;85.846;84.154
22345;85.846;84.154
22350;85.846;84.154
22355;85.846;84.154
22360;85.846;84.154
22365;85.846;84.154
22370;85.846;84.154
22375;85.846;84.154
22380;85.846;84.154
22385;85.846;84.154
22390;85.846;84.154
22395;85.846;84.154
22400;86.0;84.154
22405;86.0;84.154
22410;86.0;84.154
22415;86.0;84.154
22420;86.0;84.154
22425;86.0;84.154
22430;86.0;84.154
22435;86.0;84.154
22440;86.0;84.154
22445;86.0;84.154
22450;86.0;84.154
22455;86.0;84.154
22460;86.0;84.154
22465;86.0;84.154
22470;86.0;84.154
22475;86.0;84.154
22480;86.0;84.154
22485;86.0;84.154
22490;86.0;84.154
22495;86.0;84.154
22500;86.0;84.154
22505;86.0;84.154
22510;86.0;84.154
22515;86.0;84.154
22520;86.0;84.154
22525;86.0;84.154
22530;86.0;84.154
22535;86.0;84.154
22540;86.0;84.154
22545;86.0;84.154
22550;86.0;84.154
22555;86.0;84.154
22560;86.0;84.154
22565;86.0;84.308
22570;86.0;84.308
22575;86.0;84.308
22580;86.0;84.308
22585;86.0;84.308
22590;86.0;84.308
22595;86.0;84.308
22600;86.0;84.308
22605;86.0;84.308
22610;86.0;84.308
22615;86.0;84.308
22620;86.0;84.308
22625;86.0;84.308
22630;86.0;84.308
22635;86.0;84.308
22640;86.0;84.308
22645;86.0;84.462
22650;86.154;84.462
22655;86.154;84.462
22660;86.154;84.462
22665;86.154;84.462
22670;86.154;84.462
22675;86.154;84.462
22680;86.154;84.462
22685;86.154;84.462
22690;86.154;84.462
22695;86.154;84.462
22700;86.154;84.462
22705;86.154;84.462
22710;86.154;84.462
22715;86.154;84.462
22720;86.154;84.462
22725;86.154;84.462
22730;86.154;84.462
22735;86.154;84.462
22740;86.154;84.462
22745;86.154;84.615
22750;86.154;84.615
22755;86.154;84.615
22760;86.154;84.615
22765;86.154;84.615
22770;86.154;84.769
22775;86.154;84.769
22780;86.154;84.769
22785;86.154;84.769
22790;86.154;84.769
22795;86.154;84.769
22800;86.154;84.615
22805;86.154;84.615
22810;86.154;84.615
22815;86.154;84.615
22820;86.308;84.615
22825;86.308;84.615
22830;86.308;84.615
22835;86.308;84.615
22840;86.308;84.615
22845;86.308;84.615
22850;86.308;84.615
22855;86.308;84.615
22860;86.308;84.615
22865;86.308;84.615
22870;86.308;84.615
22875;86.308;84.615
22880;86.308;84.615
22885;86.308;84.615
22890;86.308;84.615
22895;86.308;84.615
22900;86.308;84.615
22905;86.308;84.615
22910;86.308;84.615
22915;86.308;84.615
22920;86.308;84.615
22925;86.308;84.615
22930;86.308;84.615
22935;86.308;84.615
22940;86.308;84.615
22945;86.308;84.615
22950;86.308;84.615
22955;86.308;84.615
22960;86.308;84.615
22965;86.308;84.615
22970;86.308;84.615
22975;86.308;84.615
22980;86.308;84.615
22985;86.308;84.615
22990;86.308;84.615
22995;86.308;84.615
23000;86.308;84.615
23005;86.308;84.615
23010;86.308;84.615
23015;86.308;84.615
23020;86.308;84.615
23025;86.308;84.615
23030;86.308;84.615
23035;86.308;84.615
23040;86.308;84.615
23045;86.308;84.615
23050;86.308;84.615
23055;86.308;84.615
23060;86.308;84.615
23065;86.308;84.615
23070;86.308;84.615
23075;86.308;84.615
23080;86.308;84.615
23085;86.308;84.615
23090;86.308;84.615
23095;86.308;84.615
23100;86.308;84.615
23105;86.308;84.615
23110;86.308;84.615
23115;86.308;84.615
23120;86.308;84.615
23125;86.308;84.615
23130;86.308;84.615
23135;86.308;84.615
23140;86.308;84.615
23145;86.308;84.615
23150;86.308;84.615
23155;86.308;84.615
23160;86.308;84.615
23165;86.308;84.615
23170;86.308;84.615
23175;86.308;84.615
23180;86.308;84.615
23185;86.308;84.615
23190;86.308;84.615
23195;86.308;84.615
23200;86.308;84.615
23205;86.308;84.615
23210;86.308;84.615
23215;86.308;84.615
23220;86.308;84.615
23225;86.308;84.615
23230;86.308;84.615
23235;86.308;84.615
23240;86.308;84.615
23245;86.308;84.615
23250;86.308;84.615
23255;86.308;84.615
23260;86.308;84.615
23265;86.308;84.615
23270;86.308;84.615
23275;86.308;84.615
23280;86.308;84.615
23285;86.308;84.615
23290;86.308;84.615
23295;86.308;84.615
23300;86.308;84.615
23305;86.308;84.615
23310;86.308;84.769
23315;86.308;84.769
23320;86.308;84.769
23325;86.308;84.769
23330;86.308;84.769
23335;86.308;84.769
23340;86.308;84.769
23345;86.308;84.769
23350;86.308;84.769
23355;86.308;84.769
23360;86.308;84.769
23365;86.308;84.769
23370;86.308;84.769
23375;86.308;84.769
23380;86.308;84.769
23385;86.308;84.769
23390;86.308;84.769
23395;86.308;84.769
23400;86.308;84.769
23405;86.308;84.769
23410;86.308;84.769
23415;86.308;84.769
23420;86.308;84.769
23425;86.308;84.923
23430;86.308;84.923
23435;86.308;84.923
23440;86.308;84.923
23445;86.308;84.923
23450;86.308;84.923
23455;86.308;84.923
23460;86.308;84.923
23465;86.308;84.923
23470;86.308;84.923
23475;86.308;84.923
23480;86.308;84.923
23485;86.308;84.923
23490;86.308;84.923
23495;86.308;84.923
23500;86.308;84.923
23505;86.308;84.923
23510;86.308;84.923
23515;86.308;84.923
23520;86.308;84.923
23525;86.308;84.923
23530;86.308;84.923
23535;86.308;84.923
23540;86.308;84.923
23545;86.308;84.923
23550;86.308;84.923
23555;86.308;84.923
23560;86.308;84.923
23565;86.308;84.923
23570;86.308;84.923
23575;86.154;84.923
23580;86.154;84.923
23585;86.154;84.923
23590;86.154;84.923
23595;86.154;84.923
23600;86.154;84.923
23605;86.154;84.923
23610;86.154;84.923
23615;86.154;84.923
23620;86.154;84.923
23625;86.154;84.923
23630;86.154;84.923
23635;86.154;84.923
23640;86.154;84.923
23645;86.154;84.923
23650;86.154;84.923
23655;86.154;84.923
23660;86.154;84.923
23665;86.154;84.923
23670;86.154;84.923
23675;86.154;84.923
23680;86.154;84.923
23685;86.154;84.923
23690;86.154;84.923
23695;86.154;84.923
23700;86.154;84.923
23705;86.154;84.923
23710;86.154;84.923
23715;86.154;84.923
23720;86.154;84.923
23725;86.154;84.923
23730;86.154;84.923
23735;86.154;84.923
23740;86.154;84.923
23745;86.154;84.923
23750;86.154;84.923
23755;86.154;85.077
23760;86.154;85.077
23765;86.154;85.077
23770;86.154;85.077
23775;86.154;85.077
23780;86.154;85.077
23785;86.154;85.077
23790;86.154;85.077
23795;86.154;85.077
23800;86.154;85.077
23805;86.154;85.077
23810;86.154;85.077
23815;86.154;85.077
23820;86.154;85.077
23825;86.154;85.077
23830;86.154;85.077
23835;86.154;85.077
23840;86.154;85.077
23845;86.154;85.077
23850;86.154;85.077
23855;86.154;85.077
23860;86.154;85.077
23865;86.154;85.077
23870;86.154;85.077
23875;86.154;85.077
23880;86.154;85.077
23885;86.154;85.077
23890;86.154;85.077
23895;86.154;85.077
23900;86.154;85.077
23905;86.154;85.077
23910;86.154;85.077
23915;86.154;85.077
23920;86.154;85.077
23925;86.154;85.077
23930;86.154;85.077
23935;86.154;85.077
23940;86.154;85.077
23945;86.154;85.077
23950;86.154;85.077
23955;86.154;85.077
23960;86.154;85.077
23965;86.154;85.077
23970;86.154;85.077
23975;86.154;85.077
23980;86.154;85.077
23985;86.154;85.077
23990;86.154;85.077
23995;86.154;85.077
24000;86.154;85.077
24005;86.154;85.077
24010;86.154;85.077
24015;86.154;85.077
24020;86.154;85.077
24025;86.154;85.077
24030;86.154;85.077
24035;86.154;85.077
24040;86.154;85.077
24045;86.154;85.077
24050;86.154;85.077
24055;86.154;85.077
24060;86.154;85.077
24065;86.154;85.077
24070;86.154;85.077
24075;86.154;85.077
24080;86.154;85.077
24085;86.154;85.077
24090;86.154;85.077
24095;86.154;85.077
24100;86.154;85.077
24105;86.154;85.077
24110;86.154;85.077
24115;86.154;85.077
24120;86.154;85.077
24125;86.154;85.077
24130;86.154;85.077
24135;86.154;85.077
24140;86.154;85.077
24145;86.154;85.077
24150;86.154;85.077
24155;86.154;85.077
24160;86.154;85.077
24165;86.154;85.077
24170;86.154;85.077
24175;86.154;85.077
24180;86.154;85.077
24185;86.154;85.077
24190;86.154;85.077
24195;86.154;85.077
24200;86.154;85.077
24205;86.154;85.231
24210;86.154;85.231
24215;86.0;85.231
24220;86.0;85.231
24225;86.0;85.231
24230;86.0;85.231
24235;86.0;85.231
24240;86.0;85.385
24245;86.0;85.385
24250;86.0;85.385
24255;86.0;85.385
24260;86.0;85.385
24265;86.0;85.385
24270;86.0;85.385
24275;86.0;85.538
24280;86.0;85.538
24285;86.0;85.538
24290;86.0;85.538
24295;86.0;85.538
24300;86.0;85.538
24305;86.0;85.538
24310;86.0;85.538
24315;86.0;85.538
24320;86.0;85.538
24325;86.0;85.538
24330;86.0;85.538
24335;86.0;85.538
24340;86.0;85.538
24345;86.0;85.538
24350;86.0;85.538
24355;86.0;85.538
24360;86.0;85.538
24365;86.0;85.538
24370;86.0;85.538
24375;86.0;85.538
24380;86.0;85.538
24385;86.0;85.385
24390;86.0;85.385
24395;86.0;85.385
24400;86.0;85.385
24405;86.0;85.385
24410;86.0;85.385
24415;86.0;85.385
24420;86.0;85.385
24425;86.0;85.385
24430;86.0;85.385
24435;86.0;85.385
24440;86.0;85.385
24445;86.0;85.385
24450;86.0;85.385
24455;86.0;85.385
24460;86.0;85.385
24465;86.0;85.385
24470;86.0;85.385
24475;86.0;85.385
24480;86.0;85.385
24485;86.0;85.385
24490;86.154;85.385
24495;86.154;85.385
24500;86.154;85.385
24505;86.154;85.385
24510;86.154;85.385
24515;86.154;85.385
24520;86.154;85.385
24525;86.154;85.385
24530;86.154;85.385
24535;86.154;85.385
24540;86.154;85.385
24545;86.154;85.385
24550;86.154;85.385
24555;86.154;85.385
24560;86.154;85.385
24565;86.154;85.385
24570;86.154;85.385
24575;86.154;85.385
24580;86.154;85.385
24585;86.154;85.385
24590;86.154;85.385
24595;86.154;85.385
24600;86.154;85.385
24605;86.154;85.385
24610;86.154;85.385
24615;86.154;85.385
24620;86.154;85.385
24625;86.154;85.385
24630;86.154;85.385
24635;86.154;85.385
24640;86.154;85.385
24645;86.154;85.385
24650;86.154;85.385
24655;86.154;85.385
24660;86.154;85.385
24665;86.154;85.385
24670;86.154;85.385
24675;86.154;85.385
24680;86.154;85.385
24685;86.154;85.385
24690;86.154;85.385
24695;86.154;85.385
24700;86.154;85.385
24705;86.154;85.385
24710;86.154;85.385
24715;86.154;85.385
24720;86.154;85.385
24725;86.154;85.385
24730;86.154;85.385
24735;86.154;85.538
24740;86.154;85.538
24745;86.154;85.538
24750;86.154;85.538
24755;86.154;85.538
24760;86.154;85.538
24765;86.154;85.538
24770;86.154;85.538
24775;86.154;85.538
24780;86.154;85.538
24785;86.154;85.538
24790;86.154;85.538
24795;86.154;85.538
24800;86.154;85.538
24805;86.154;85.538
24810;86.154;85.538
24815;86.154;85.538
24820;86.154;85.538
24825;86.154;85.538
24830;86.154;85.538
24835;86.154;85.538
24840;86.154;85.538
24845;86.154;85.538
24850;86.154;85.538
24855;86.154;85.538
24860;86.154;85.538
24865;86.154;85.538
24870;86.154;85.538
24875;86.154;85.538
24880;86.154;85.538
24885;86.154;85.538
24890;86.154;85.538
24895;86.154;85.538
24900;86.154;85.538
24905;86.154;85.538
24910;86.154;85.538
24915;86.154;85.538
24920;86.154;85.538
24925;86.154;85.538
24930;86.154;85.538
24935;86.154;85.538
24940;86.154;85.538
24945;86.154;85.538
24950;86.154;85.538
24955;86.154;85.538
24960;86.154;85.538
24965;86.154;85.538
24970;86.154;85.538
24975;86.154;85.538
24980;86.154;85.538
24985;86.154;85.538
24990;86.154;85.538
24995;86.154;85.538
25000;86.154;85.538
25005;86.154;85.538
25010;86.154;85.538
25015;86.154;85.538
25020;86.154;85.538
25025;86.154;85.538
25030;86.154;85.538
25035;86.154;85.538
25040;86.154;85.538
25045;86.154;85.538
25050;86.154;85.538
25055;86.154;85.538
25060;86.154;85.538
25065;86.154;85.538
25070;86.154;85.538
25075;86.154;85.538
25080;86.154;85.538
25085;86.154;85.538
25090;86.154;85.538
25095;86.154;85.538
25100;86.154;85.538
25105;86.154;85.538
25110;86.154;85.538
25115;86.154;85.538
25120;86.154;85.538
25125;86.154;85.538
25130;86.154;85.538
25135;86.154;85.538
25140;86.154;85.538
25145;86.154;85.538
25150;86.154;85.538
25155;86.154;85.538
25160;86.154;85.538
25165;86.154;85.538
25170;86.154;85.538
25175;86.154;85.538
25180;86.154;85.538
25185;86.154;85.538
25190;86.154;85.538
25195;86.154;85.538
25200;86.154;85.538
25205;86.154;85.538
25210;86.154;85.538
25215;86.154;85.538
25220;86.154;85.538
25225;86.154;85.538
25230;86.154;85.538
25235;86.154;85.538
25240;86.154;85.538
25245;86.154;85.692
25250;86.154;85.692
25255;86.154;85.692
25260;86.154;85.692
25265;86.154;85.692
25270;86.154;85.692
25275;86.154;85.692
25280;86.154;85.692
25285;86.154;85.538
25290;86.154;85.538
25295;86.308;85.538
25300;86.308;85.538
25305;86.308;85.538
25310;86.308;85.538
25315;86.308;85.538
25320;86.308;85.538
25325;86.308;85.538
25330;86.308;85.538
